ID,CPC21code,CPC21title,CPC21ExplanatoryNote
3012,"6211","Non-specialized store retail trade services, of raw agricultural products and live animals",
3013,"62111","Non-specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed","This subclass includes:- trade services related to:* goods of group 011 (Cereals)* goods of group 014 (Oilseeds and oleaginous fruits)* goods of group 015 (Edible roots and tubers with high starch or inulin content)* goods of group 016 (Stimulant, spice and aromatic crops)* goods of group 017 (Pulses (dried leguminous vegetables))* goods of group 018 (Sugar crops)* goods of class 0191 (Forage products)* goods of class 0192 (Fibre crops)* goods of class 0194 (Beet seeds (excluding sugar beet seeds) and seeds of forage plants)* goods of group 233 (Preparations used in animal feeding; lucerne (alfalfa) meal and pellets)"
3014,"62112","Non-specialized store retail trade services, of flowers and plants","This subclass includes:- trade services related to:* goods of class 0193 (Plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes)* goods of class 0196 (Living plants; cut flowers and flower buds; flower seeds)"
3015,"62114","Non-specialized store retail trade services, of live animals, including pet animals","This subclass includes:- trade services related to:* goods of group 021 (Live animals)* goods of group 041 (Fish, live, not for human consumption)"
3016,"62115","Non-specialized store retail trade services, of hides, skins and leather","This subclass includes:- trade services related to:* goods of class 0295 (Hides, skins and furskins, raw)"
3017,"62119","Non-specialized store retail trade services, of agricultural raw materials n.e.c.","This subclass includes:- trade services related to:* goods of class 0195 (Natural rubber in primary forms or in plates, sheets or strip)* goods of class 0199 (Other raw vegetable materials, n.e.c.)* goods of group 022 (Raw milk)* goods of group 023 (Eggs of hens or other birds in shell, fresh)* goods of group 024 (Reproductive materials of animals)* goods of class 0291 (Natural honey)* goods of class 0292 (Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails)* goods of class 0293 (Edible products of animal origin n.e.c.)* goods of class 0294 (Raw animal materials used in textile)* goods of class 0296 (Insect waxes and spermaceti, whether or not refined or coloured)* goods of group 032 (Non-wood forest products)"
3018,"6212","Non-specialized store retail trade services, of food, beverages and tobacco",
3019,"62121","Non-specialized store retail trade services, of fruits and vegetables","This subclass includes:- trade services related to:* goods of group 012 (Vegetables)* goods of group 013 (Fruits and nuts)* goods of group 213 (Prepared and preserved vegetables, pulses, and potatoes)* goods of group 214 (Prepared and preserved fruits and nuts)"
3020,"62122","Non-specialized store retail trade services, of dairy products, eggs and edible oils and fats","This subclass includes:- trade services related to:* goods of group 215 (Animal fats)* goods of group 216 (Vegetable oils)* goods of group 217 (Margarine and similar preparations)* goods of group 219 (Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes)* goods of group 221 (Processed liquid milk, cream and whey)* goods of group 222 (Other dairy products)* goods of group 223 (Eggs, preserved or cooked)"
3021,"62123","Non-specialized store retail trade services, of meat, poultry and game","This subclass includes:- trade services related to:* goods of group 211 (Meat and meat products)"
3022,"62124","Non-specialized store retail trade services, of fish and other seafood","This subclass includes:- trade services related to:* goods of group 042 (Fish live, fresh or chilled for human consumption)* goods of group 043 (Crustaceans, live, fresh or chilled)* goods of group 044 (Molluscs live, fresh or chilled)* goods of group 045 (Other aquatic invertebrates, live, fresh or chilled)* goods of group 049 (Other aquatic plants and animals)* goods of group 212 (Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates)"
3023,"62125","Non-specialized store retail trade services, of sugar confectionery and bakery products","This subclass includes:- trade services related to:* goods of group 234 (Bakery products)* goods of group 235 (Sugar and molasses)* goods of group 236 (Cocoa, chocolate and sugar confectionery)"
3024,"62126","Non-specialized store retail trade services, of beverages","This subclass includes:- trade services related to:* goods of group 241 (Ethyl alcohol; spirits, liqueurs and other spirituous beverages)* goods of group 242 (Wines)* goods of group 243 (Malt liquors and malt)* goods of group 244 (Soft drinks; bottled mineral waters)"
3025,"62127","Non-specialized store retail trade services, of coffee, tea and spices","This subclass includes:- trade services related to:* goods of class 2391 (Coffee and tea)* goods of class 2392 (Spices and aromatics, processed)"
3026,"62128","Non-specialized store retail trade services, of tobacco products","This subclass includes:- trade services related to:* goods of group 250 (Tobacco products)"
3027,"62129","Non-specialized store retail trade services, of food products n.e.c.","This subclass includes:- trade services related to:* goods of group 231 (Grain mill products)* goods of group 232 (Starches and starch products; sugars and sugar syrups n.e.c.)* goods of group 237 (Macaroni, noodles, couscous and similar farinaceous products)* goods of class 2399 (Other food products)"
3028,"6213","Non-specialized store retail trade services, of textiles, clothing and footwear",
3029,"62131","Non-specialized store retail trade services, of yarn and fabrics","This subclass includes:- trade services related to:* goods of group 261 (Natural textile fibres prepared for spinning)* goods of group 262 (Man-made textile staple fibres processed for spinning)* goods of group 263 (Textile yarn and thread of natural fibres)* goods of group 264 (Textile yarn and thread of man-made filaments or staple fibres)* goods of group 265 (Woven fabrics (except special fabrics) of natural fibres other than cotton)* goods of group 266 (Woven fabrics (except special fabrics) of cotton)* goods of group 267 (Woven fabrics (except special fabrics) of man-made filaments and staple fibres)* goods of group 268 (Special fabrics)* goods of group 281 (Knitted or crocheted fabrics)"
3030,"62132","Non-specialized store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials","This subclass includes:- trade services related to:* goods of group 271 (Made-up textile articles)* goods of group 273 (Twine, cordage, ropes and cables and articles thereof (including netting))* goods of group 279 (Textiles n.e.c.)"
3031,"62133","Non-specialized store retail trade services, of articles of clothing, articles of fur and clothing accessories","This subclass includes:- trade services related to:* goods of group 282 (Wearing apparel, except fur apparel)* goods of class 2832 (Articles of apparel, clothing accessories and other articles of furskin (except headgear))* goods of class 2833 (Artificial fur and articles thereof (except headgear))"
3032,"62134","Non-specialized store retail trade services, of footwear","This subclass includes:- trade services related to:* goods of group 293 (Footwear, with outer soles and uppers of rubber or plastics, or with uppers of leather or textile materials, other than sports footwear, footwear incorporating a protective metal toe- cap and miscellaneous special footwear)* goods of group 294 (Sports footwear, except skating boots)* goods of group 295 (Other footwear, except asbestos footwear, orthopaedic footwear and skating boots)* goods of group 296 (Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof)"
3033,"6214","Non-specialized store retail trade services, of household appliances, articles and equipment",
3034,"62141","Non-specialized store retail trade services, of household furniture","This subclass includes:- trade services related to:* goods of group 381 (Furniture), except of subclass 38111 and class 3812"
3035,"62142","Non-specialized store retail trade services, of radio and television equipment and recorded audio and video disks and tapes","This subclass includes:- trade services related to:* goods of class 4721 (Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders)* goods of group 473 (Radio broadcast and television receivers; apparatus for sound and video recording and reproducing; microphones, loudspeakers, amplifiers, etc.)* goods of group 474 (Parts for the goods of classes 4721 to 4733 and 4822)* goods of group 476 (Audio and video disks, tapes and other media, recorded)"
3036,"62143","Non-specialized store retail trade services, of articles for lighting","This subclass includes:- trade services related to:* goods of group 465 (Electric filament or discharge lamps; arc lamps; lighting equipment; parts thereof)"
3037,"62144","Non-specialized store retail trade services, of household appliances","This subclass includes:- trade services related to:* goods of group 448 (Domestic appliances and parts thereof)"
3038,"62145","Non-specialized store retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery","This subclass includes:- trade services related to:* goods of class 3694 (Tableware, kitchenware, other household articles and toilet articles, of plastics)* goods of class 3719 (Other glass articles)* goods of class 3722 (Ceramic household and ornamental articles)* goods of class 4291 (Domestic metal products)"
3039,"62146","Non-specialized store retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware","This subclass includes:- trade services related to:* goods of group 319 (Other products of wood; articles of cork, plaiting materials and straw)"
3040,"6215","Non-specialized store retail trade services, of miscellaneous consumer goods",
3041,"62151","Non-specialized store retail trade services, of books, newspapers, magazines and stationery","This subclass includes:- trade services related to:* goods of group 322 (Books, in print)* goods of group 323 (Newspapers and periodicals, daily, in print)* goods of group 324 (Newspapers and periodicals, other than daily, in print)* goods of group 325 (Printed maps; music, printed or in manuscript; postcards, greeting cards, pictures and plans)* goods of group 326 (Stamps, cheque forms, banknotes, stock certificates, brochures and leaflets, advertising material and other printed matter)* goods of group 327 (Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard)"
3042,"62152","Non-specialized store retail trade services, of photographic, optical and precision equipment","This subclass includes:- trade services related to:* goods of group 482 (Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instruments; industrial process control equipment; parts and accessories thereof)* goods of group 483 (Optical instruments and photographic equipment, and parts and accessories thereof)"
3043,"62153","Non-specialized store retail trade services, of games and toys","This subclass includes:- trade services related to:* goods of group 385 (Games and toys)"
3044,"62154","Non-specialized store retail trade services, of watches, clocks and jewellery","This subclass includes:- trade services related to:* goods of group 382 (Jewellery and related articles)* goods of group 484 (Watches and clocks, and parts thereof)"
3045,"62155","Non-specialized store retail trade services, of sports goods (incl. bicycles)","This subclass includes:- trade services related to:* goods of group 384 (Sports goods)* goods of group 494 (Pleasure and sporting boats)* goods of subclass 49921 (Bicycles and other cycles, not motorized)"
3046,"62156","Non-specialized store retail trade services, of leather goods and travel accessories","This subclass includes:- trade services related to:* goods of class 2831 (Tanned or dressed furskins)* goods of group 291 (Tanned or dressed leather; composition leather)* goods of group 292 (Luggage, handbags and the like; saddlery and harness; other articles of leather)"
3047,"62159","Non-specialized store retail trade services, of miscellaneous consumer goods n.e.c.","This subclass includes:- trade services related to:* goods of group 361 (Rubber tyres and tubes)* goods of group 383 (Musical instruments)* goods of group 464 (Accumulators, primary cells and primary batteries, and parts thereof)"
3048,"6216","Non-specialized store retail trade services, of construction materials and hardware",
3049,"62161","Non-specialized store retail trade services, of construction materials and flat glass","This subclass includes:- trade services related to:* goods of group 314 (Boards and panels)* goods of group 315 (Veneer sheets; sheets for plywood; densified wood)* goods of group 316 (Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles and shakes))* goods of class 3695 (Builders' ware of plastics n.e.c.)* goods of class 3696 (Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics)* goods of class 3711 (Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors)* goods of class 3712 (Glass fibres and articles thereof, except woven fabrics)* goods of class 3731 (Bricks, blocks, tiles and other ceramic goods of siliceous earths)* goods of class 3732 (Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths)* goods of class 3733 (Refractory cements, mortars, concretes and similar compositions n.e.c.)* goods of class 3734 (Unfired refractory products; other refractory ceramic goods)* goods of class 3735 (Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods)* goods of class 3737 (Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like)* goods of group 374 (Cement, lime and plaster)* goods of group 375 (Articles of concrete, cement and plaster)* goods of group 376 (Monumental or building stone and articles thereof)"
3050,"62162","Non-specialized store retail trade services, of fittings, fixtures and ceramic sanitary fixtures","This subclass includes:- trade services related to:* goods of class 3693 (Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics)* goods of class 3721 (Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures)* goods of class 3736 (Non-refractory ceramic pipes, conduits, guttering and pipe fittings)"
3051,"62163","Non-specialized store retail trade services, of wallpaper and floor coverings","This subclass includes:- trade services related to:* goods of group 272 (Carpets and other textile floor coverings)* goods of subclass 32194 (Wallpaper and similar wall coverings; window transparencies of paper)* goods of class 3691 (Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics)"
3052,"62164","Non-specialized store retail trade services, of paints, varnishes and lacquers","This subclass includes:- trade services related to:* goods of group 351 (Paints and varnishes and related products; artists' colours; ink)"
3053,"62165","Non-specialized store retail trade services, of hardware and hand tools","This subclass includes:- trade services related to:* goods of class 4292 (Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps); interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets)* goods of group 442 (Machine-tools and parts and accessories thereof)"
3054,"6217","Non-specialized store retail trade services, of chemical and pharmaceutical products",
3055,"62172","Non-specialized store retail trade services, of fertilizers and agrochemical products","This subclass includes:- trade services related to:* goods of group 346 (Fertilizers and pesticides)"
3056,"62173","Non-specialized store retail trade services, of pharmaceutical products","This subclass includes:- trade services related to:* goods of group 352 (Pharmaceutical products)"
3057,"62174","Non-specialized store retail trade services, of medical and orthopaedic goods","This subclass includes:- trade services related to:* goods of group 481 (Medical and surgical equipment and orthopaedic appliances)"
3058,"62175","Non-specialized store retail trade services, of perfumery articles, cosmetic articles and toilet soaps","This subclass includes:- trade services related to:* goods of class 3532 (Soap and detergents, perfume and toilet preparations)"
3059,"62176","Non-specialized store retail trade services, of cleaning materials","This subclass includes:- trade services related to:* goods of class 3531 (Organic surface active agents, except soap)* goods of class 3533 (Cleaning and polishing preparations)"
3060,"6218","Non-specialized store retail trade services, of machinery, equipment and supplies",
3061,"62181","Non-specialized store retail trade services, of motor vehicles, motorcycles, snowmobiles and related parts and accessories","This subclass includes:- trade services related to:* goods of group 491 (Motor vehicles, trailers and semi-trailers; parts and accessories thereof)* goods of group 492 (Bodies (coachwork) for motor vehicles; trailers and semi-trailers; parts and accessories thereof)"
3062,"62182","Non-specialized store retail trade services, of other transport equipment, except bicycles","This subclass includes:- trade services related to:* goods of group 493 (Ships)* goods of group 495 (Railway and tramway locomotives and rolling stock, and parts thereof)* goods of group 496 (Aircraft and spacecraft, and parts thereof)* goods of group 499 (Other transport equipment and parts thereof), except of subclass 49921"
3063,"62183","Non-specialized store retail trade services, of office machinery and equipment including office furniture","This subclass includes:- trade services related to:* goods of subclass 38111 (Seats, primarily with metal frames)* goods of class 3812 (Other furniture, of a kind used in offices)* goods of group 451 (Office and accounting machinery, and parts and accessories thereof)"
3064,"62184","Non-specialized store retail trade services, of computers and packaged software","This subclass includes:- trade services related to:* goods of group 452 (Computing machinery and parts and accessories thereof)* goods of group 478 (Packaged software)"
3065,"62185","Non-specialized store retail trade services, of electronic and telecommunications equipment and parts","This subclass includes:- trade services related to:* goods of group 471 (Electronic valves and tubes; electronic components; parts thereof)* goods of class 4722 (Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network))* goods of group 475 (Discs, tapes, solid-state non-volatile storage devices and other media, not recorded)* goods of group 479 (Cards with magnetic strips or chip)"
3066,"62186","Non-specialized store retail trade services, of agricultural, lawn and garden machinery and equipment, including tractors","This subclass includes:- trade services related to:* goods of group 441 (Agricultural or forestry machinery and parts thereof)"
3067,"62187","Non-specialized store retail trade services, of mining, construction and civil engineering machinery and equipment","This subclass includes:- trade services related to:* goods of group 444 (Machinery for mining, quarrying and construction, and parts thereof)"
3068,"62188","Non-specialized store retail trade services, of other industry-specific machinery and equipment and related operating supplies","This subclass includes:- trade services related to:* goods of group 328 (Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing)* goods of group 443 (Machinery for metallurgy and parts thereof)* goods of group 445 (Machinery for food, beverage and tobacco processing, and parts thereof)* goods of group 446 (Machinery for textile, apparel and leather production, and parts thereof)* goods of group 449 (Other special-purpose machinery and parts thereof)"
3069,"62189","Non-specialized store retail trade services, of other machinery and equipment n.e.c.","This subclass includes:- trade services related to:* goods of group 431 (Engines and turbines and parts thereof)* goods of group 432 (Pumps, compressors, hydraulic and pneumatic power engines, and valves, and parts thereof)* goods of group 433 (Bearings, gears, gearing and driving elements, and parts thereof)* goods of group 434 (Ovens and furnace burners and parts thereof)* goods of group 435 (Lifting and handling equipment and parts thereof)* goods of group 439 (Other general-purpose machinery and parts thereof)* goods of group 447 (Weapons and ammunition and parts thereof)* goods of group 461 (Electric motors, generators and transformers, and parts thereof)* goods of group 462 (Electricity distribution and control apparatus, and parts thereof)* goods of group 469 (Other electrical equipment and parts thereof)"
3070,"6219","Non-specialized store retail trade services, of other products",
3071,"62191","Non-specialized store retail trade services, of solid, liquid and gaseous fuels and related products","This subclass includes:- trade services related to:* goods of group 110 (Coal and peat)* goods of group 120 (Crude petroleum and natural gas)* goods of group 172 (Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons)* goods of group 311 (Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm; railway or tramway sleepers (cross-ties) of wood, not impregnated)* goods of group 312 (Wood continuously shaped along any of its edges or faces; wood wool; wood flour; wood in chips or particles)* goods of group 331 (Coke and semi-coke of coal, of lignite or of peat; retort carbon)* goods of group 337 (Fuel elements (cartridges), for or of nuclear reactors)"
3072,"62194","Non-specialized store retail trade services, of paper and paperboard","This subclass includes:- trade services related to:* goods of group 321 (Pulp, paper and paperboard), except of subclass 32194"
3073,"62199","Non-specialized store retail trade services, of non-metallic minerals and other products n.e.c.","This subclass includes:- trade services related to:* goods of group 151 (Monumental or building stone)* goods of group 152 (Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement)* goods of group 153 (Sands, pebbles, gravel, broken or crushed stone, natural bitumen and asphalt)* goods of group 154 (Clays)* goods of group 161 (Chemical and fertilizer minerals)* goods of group 162 (Salt and pure sodium chloride; sea water)* goods of group 163 (Precious and semi-precious stones; pumice stone; emery; natural abrasives; other minerals)* goods of group 218 (Cotton linters)* goods of group 317 (Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves))* goods of group 332 (Tar distilled from coal, from lignite or from peat, and other mineral tars)* goods of group 333 (Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by weight 70% or more of these oils, such oils being the basic constituents of the preparations)* goods of group 334 (Petroleum gases and other gaseous hydrocarbons, except natural gas)* goods of group 335 (Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials)* goods of group 336 (Radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues)* goods of group 362 (Other rubber products)* goods of group 363 (Semi-manufactures of plastics)* goods of group 364 (Packaging products of plastics)* goods of class 3692 (Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics)* goods of class 3697 (Safety headgear; other headgear of rubber or plastics)* goods of class 3698 (Electrical insulating fittings of plastics)* goods of class 3699 (Articles of plastics n.e.c.)* goods of class 3729 (Other non-structural ceramic wares)* goods of group 379 (Other non-metallic mineral products n.e.c.)* goods of group 386 (Roundabouts, swings, shooting galleries and other fairground amusements)* goods of group 387 (Prefabricated buildings)* goods of group 389 (Other manufactured articles n.e.c.)* goods of group 421 (Structural metal products and parts thereof)* goods of group 422 (Tanks, reservoirs and containers of iron, steel or aluminium)* goods of group 423 (Steam generators, (except central heating boilers) and parts thereof)* goods of class 4293 (Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment; stoppers, caps and lids (including crown corks), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal)* goods of class 4294 (Metal fasteners, springs and miscellaneous articles made from metal wire)* goods of class 4295 (Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying)* goods of class 4299 (Other metal goods)* goods of group 463 (Insulated wire and cable; optical fibre cables)"
3074,"622","Specialized store retail trade services","This group includes:- retail sales services of specialized stores that carry a narrow range of related new or second-hand goods and where assistance is often provided to the customer by the sales staff or owner of the store"
3075,"6221","Specialized store retail trade services, of raw agricultural products and live animals",
3076,"62211","Specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed","This subclass includes:- trade services related to:* goods of group 011 (Cereals)* goods of group 014 (Oilseeds and oleaginous fruits)* goods of group 015 (Edible roots and tubers with high starch or inulin content)* goods of group 016 (Stimulant, spice and aromatic crops)* goods of group 017 (Pulses (dried leguminous vegetables))* goods of group 018 (Sugar crops)* goods of class 0191 (Forage products)* goods of class 0192 (Fibre crops)* goods of class 0194 (Beet seeds (excluding sugar beet seeds) and seeds of forage plants)* goods of group 233 (Preparations used in animal feeding; lucerne (alfalfa) meal and pellets)"
3077,"62212","Specialized store retail trade services, of flowers and plants","This subclass includes:- trade services related to:* goods of class 0193 (Plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes)* goods of class 0196 (Living plants; cut flowers and flower buds; flower seeds)"
3078,"62214","Specialized store retail trade services, of live animals, including pet animals","This subclass includes:- trade services related to:* goods of group 021 (Live animals)* goods of group 041 (Fish, live, not for human consumption)"
3079,"62215","Specialized store retail trade services, of hides, skins and leather","This subclass includes:- trade services related to:* goods of class 0295 (Hides, skins and furskins, raw)"
3080,"62219","Specialized store retail trade services, of agricultural raw materials n.e.c.","This subclass includes:- trade services related to:* goods of class 0195 (Natural rubber in primary forms or in plates, sheets or strip)* goods of class 0199 (Other raw vegetable materials, n.e.c.)* goods of group 022 (Raw milk)* goods of group 023 (Eggs of hens or other birds in shell, fresh)* goods of group 024 (Reproductive materials of animals)* goods of class 0291 (Natural honey)* goods of class 0292 (Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails)* goods of class 0293 (Edible products of animal origin n.e.c.)* goods of class 0294 (Raw animal materials used in textile)* goods of class 0296 (Insect waxes and spermaceti, whether or not refined or coloured)* goods of group 032 (Non-wood forest products)"
3081,"6222","Specialized store retail trade services, of food, beverages and tobacco",
3082,"62221","Specialized store retail trade services, of fruits and vegetables","This subclass includes:- trade services related to:* goods of group 012 (Vegetables)* goods of group 013 (Fruits and nuts)* goods of group 213 (Prepared and preserved vegetables, pulses, and potatoes)* goods of group 214 (Prepared and preserved fruits and nuts)"
3083,"62222","Specialized store retail trade services, of dairy products, eggs and edible oils and fats","This subclass includes:- trade services related to:* goods of group 215 (Animal fats)* goods of group 216 (Vegetable oils)* goods of group 217 (Margarine and similar preparations)* goods of group 219 (Oil-cake and other residues resulting from the extraction of vegetable fats or oils; flours and meals of oil seeds or oleaginous fruits, except those of mustard; vegetable waxes, except triglycerides; degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes)* goods of group 221 (Processed liquid milk, cream and whey)* goods of group 222 (Other dairy products)* goods of group 223 (Eggs, preserved or cooked)"
3084,"62223","Specialized store retail trade services, of meat, poultry and game","This subclass includes:- trade services related to:* goods of group 211 (Meat and meat products)"
3085,"62224","Specialized store retail trade services, of fish and other seafood","This subclass includes:- trade services related to:* goods of group 042 (Fish live, fresh or chilled for human consumption)* goods of group 043 (Crustaceans, live, fresh or chilled)* goods of group 044 (Molluscs live, fresh or chilled)* goods of group 045 (Other aquatic invertebrates, live, fresh or chilled)* goods of group 049 (Other aquatic plants and animals)* goods of group 212 (Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates)"
3086,"62225","Specialized store retail trade services, of sugar confectionery and bakery products","This subclass includes:- trade services related to:* goods of group 234 (Bakery products)* goods of group 235 (Sugar and molasses)* goods of group 236 (Cocoa, chocolate and sugar confectionery)"
3087,"62226","Specialized store retail trade services, of beverages","This subclass includes:- trade services related to:* goods of group 241 (Ethyl alcohol; spirits, liqueurs and other spirituous beverages)* goods of group 242 (Wines)* goods of group 243 (Malt liquors and malt)* goods of group 244 (Soft drinks; bottled mineral waters)"
3088,"62227","Specialized store retail trade services, of coffee, tea and spices","This subclass includes:- trade services related to:* goods of class 2391 (Coffee and tea)* goods of class 2392 (Spices and aromatics, processed)"
3089,"62228","Specialized store retail trade services, of tobacco products","This subclass includes:- trade services related to:* goods of group 250 (Tobacco products)"
3090,"62229","Specialized store retail trade services, of food products n.e.c.","This subclass includes:- trade services related to:* goods of group 231 (Grain mill products)* goods of group 232 (Starches and starch products; sugars and sugar syrups n.e.c.)* goods of group 237 (Macaroni, noodles, couscous and similar farinaceous products)* goods of class 2399 (Other food products)"
3091,"6223","Specialized store retail trade services, of textiles, clothing and footwear",
3092,"62231","Specialized store retail trade services, of yarn and fabrics","This subclass includes:- trade services related to:* goods of group 261 (Natural textile fibres prepared for spinning)* goods of group 262 (Man-made textile staple fibres processed for spinning)* goods of group 263 (Textile yarn and thread of natural fibres)* goods of group 264 (Textile yarn and thread of man-made filaments or staple fibres)* goods of group 265 (Woven fabrics (except special fabrics) of natural fibres other than cotton)* goods of group 266 (Woven fabrics (except special fabrics) of cotton)* goods of group 267 (Woven fabrics (except special fabrics) of man-made filaments and staple fibres)* goods of group 268 (Special fabrics)* goods of group 281 (Knitted or crocheted fabrics)"
3093,"62232","Specialized store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials","This subclass includes:- trade services related to:* goods of group 271 (Made-up textile articles)* goods of group 273 (Twine, cordage, ropes and cables and articles thereof (including netting))* goods of group 279 (Textiles n.e.c.)"
3094,"62233","Specialized store retail trade services, of articles of clothing, articles of fur and clothing accessories","This subclass includes:- trade services related to:* goods of group 282 (Wearing apparel, except fur apparel)* goods of class 2832 (Articles of apparel, clothing accessories and other articles of furskin (except headgear))* goods of class 2833 (Artificial fur and articles thereof (except headgear))"
3095,"62234","Specialized store retail trade services, of footwear","This subclass includes:- trade services related to:* goods of group 293 (Footwear, with outer soles and uppers of rubber or plastics, or with uppers of leather or textile materials, other than sports footwear, footwear incorporating a protective metal toe- cap and miscellaneous special footwear)* goods of group 294 (Sports footwear, except skating boots)* goods of group 295 (Other footwear, except asbestos footwear, orthopaedic footwear and skating boots)* goods of group 296 (Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof)"
3096,"6224","Specialized store retail trade services, of household appliances, articles and equipment",
3097,"62241","Specialized store retail trade services, of household furniture","This subclass includes:- trade services related to:* goods of group 381 (Furniture), except of subclass 38111 and class 3812"
3098,"62242","Specialized store retail trade services, of radio and television equipment and recorded audio and video disks and tapes","This subclass includes:- trade services related to:* goods of class 4721 (Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders)* goods of group 473 (Radio broadcast and television receivers; apparatus for sound and video recording and reproducing; microphones, loudspeakers, amplifiers, etc.)* goods of group 474 (Parts for the goods of classes 4721 to 4733 and 4822)* goods of group 476 (Audio and video disks, tapes and other media, recorded)"
3099,"62243","Specialized store retail trade services, of articles for lighting","This subclass includes:- trade services related to:* goods of group 465 (Electric filament or discharge lamps; arc lamps; lighting equipment; parts thereof)"
3100,"62244","Specialized store retail trade services, of household appliances","This subclass includes:- trade services related to:* goods of group 448 (Domestic appliances and parts thereof)"
3101,"62245","Specialized store retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery","This subclass includes:- trade services related to:* goods of class 3694 (Tableware, kitchenware, other household articles and toilet articles, of plastics)* goods of class 3719 (Other glass articles)* goods of class 3722 (Ceramic household and ornamental articles)* goods of class 4291 (Domestic metal products)"
3102,"62246","Specialized store retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware","This subclass includes:- trade services related to:* goods of group 319 (Other products of wood; articles of cork, plaiting materials and straw)"
3103,"6225","Specialized store retail trade services, of miscellaneous consumer goods",
